----------------------------------------------------------------------------------------------------------
GateType   Output     GateLevel  #faninN    fanin                #fanoutM   fanout               GateName  


BUF        XG17617    20         1          XG11494              1          XG17617              BUFXG11494XG17617

BUF        XG17618    20         1          XG11493              1          XG17618              BUFXG11493XG17618

BUF        XG12609    18         1          XG10347              1          XG12609              BUFXG10347XG12609

BUF        XG20141    58         1          XG20093              1          XG20141              BUFXG20093XG20141

BUF        XG20261    70         1          XG20241              1          XG20261              BUFXG20241XG20261

BUF        XG5217     5          1          XG3959               1          XG5217               BUFXG3959XG5217

BUF        XG5237     5          1          XG3959               1          XG5237               BUFXG3959XG5237

BUF        XG5919     5          1          XG3943               1          XG5919               BUFXG3943XG5919

BUF        XG4844     5          1          XG3289               1          XG4844               BUFXG3289XG4844

BUF        XG5417     7          1          XG4866               1          XG5417               BUFXG4866XG5417

BUF        XG6635     9          1          XG5463               1          XG6635               BUFXG5463XG6635

BUF        XG6795     9          1          XG5463               1          XG6795               BUFXG5463XG6795

BUF        XG7344     12         1          XG6424               1          XG7344               BUFXG6424XG7344

BUF        XG7412     11         1          XG6754               1          XG7412               BUFXG6754XG7412

BUF        XG15625    5          1          XG3773               1          XG15625              BUFXG3773XG15625

BUF        XG14877    7          1          XG4860               1          XG14877              BUFXG4860XG14877

BUF        XG5010     5          1          XG3280               1          XG5010               BUFXG3280XG5010

BUF        XG6034     5          1          XG3280               1          XG6034               BUFXG3280XG6034

BUF        XG18335    7          1          XG4747               1          XG18335              BUFXG4747XG18335

BUF        XG5997     7          1          XG4653               1          XG5997               BUFXG4653XG5997

BUF        XG15537    7          1          XG4477               1          XG15537              BUFXG4477XG15537

BUF        XG15538    7          1          XG4477               1          XG15538              BUFXG4477XG15538

BUF        XG15539    7          1          XG4477               1          XG15539              BUFXG4477XG15539

BUF        XG20003    52         1          XG19870              1          XG20003              BUFXG19870XG20003

BUF        XG6744     1          1          XG821                1          XG6744               BUFXG821XG6744

BUF        XG8275     1          1          XG821                1          XG8275               BUFXG821XG8275

BUF        XG9849     1          1          XG821                1          XG9849               BUFXG821XG9849

BUF        XG15672    1          1          XG821                1          XG15672              BUFXG821XG15672

BUF        XG19252    42         1          XG19011              1          XG19252              BUFXG19011XG19252

BUF        XG19945    50         1          XG19844              1          XG19945              BUFXG19844XG19945

BUF        XG5571     1          1          XG779                1          XG5571               BUFXG779XG5571

BUF        XG5975     1          1          XG779                1          XG5975               BUFXG779XG5975

BUF        XG11003    1          1          XG779                1          XG11003              BUFXG779XG11003

BUF        XG20084    54         1          XG20015              1          XG20084              BUFXG20015XG20084

BUF        XG5852     1          1          XG42                 1          XG5852               BUFXG42XG5852

BUF        XG7109     1          1          XG42                 1          XG7109               BUFXG42XG7109

BUF        XG7598     1          1          XG42                 1          XG7598               BUFXG42XG7598

BUF        XG8648     1          1          XG42                 1          XG8648               BUFXG42XG8648

BUF        XG11741    1          1          XG42                 1          XG11741              BUFXG42XG11741

BUF        XG2570     1          1          XG928                1          XG2570               BUFXG928XG2570

BUF        XG2571     1          1          XG928                1          XG2571               BUFXG928XG2571

BUF        XG2572     1          1          XG928                1          XG2572               BUFXG928XG2572

BUF        XG4087     1          1          XG928                1          XG4087               BUFXG928XG4087

BUF        XG4768     1          1          XG928                1          XG4768               BUFXG928XG4768

BUF        XG4769     1          1          XG928                1          XG4769               BUFXG928XG4769

BUF        XG18327    1          1          XG928                1          XG18327              BUFXG928XG18327

BUF        XG17662    20         1          XG11369              1          XG17662              BUFXG11369XG17662

BUF        XG12719    19         1          XG12032              1          XG12719              BUFXG12032XG12719

BUF        XG16044    30         1          XG15424              1          XG16044              BUFXG15424XG16044

BUF        XG16057    30         1          XG15424              1          XG16057              BUFXG15424XG16057

BUF        XG11795    18         1          XG10434              1          XG11795              BUFXG10434XG11795

BUF        XG6282     1          1          XG247                1          XG6282               BUFXG247XG6282

BUF        XG7151     1          1          XG247                1          XG7151               BUFXG247XG7151

BUF        XG11190    1          1          XG247                1          XG11190              BUFXG247XG11190

BUF        XG14139    21         1          XG12660              1          XG14139              BUFXG12660XG14139

BUF        XG16532    32         1          XG16057              1          XG16532              BUFXG16057XG16532

BUF        XG20136    58         1          XG20097              1          XG20136              BUFXG20097XG20136

BUF        XG10916    18         1          XG9980               1          XG10916              BUFXG9980XG10916

BUF        XG10974    18         1          XG9980               1          XG10974              BUFXG9980XG10974

BUF        XG13391    21         1          XG12588              1          XG13391              BUFXG12588XG13391

BUF        XG16532    32         1          XG16044              1          XG16532              BUFXG16044XG16532

BUF        XG12610    20         1          XG11483              1          XG12610              BUFXG11483XG12610

BUF        XG11747    18         1          XG10469              1          XG11747              BUFXG10469XG11747

BUF        XG17545    20         1          XG11688              1          XG17545              BUFXG11688XG17545

BUF        XG17856    20         1          XG11380              1          XG17856              BUFXG11380XG17856

BUF        XG13353    21         1          XG12529              1          XG13353              BUFXG12529XG13353

BUF        XG17585    20         1          XG11560              1          XG17585              BUFXG11560XG17585

BUF        XG20154    58         1          XG20106              1          XG20154              BUFXG20106XG20154

BUF        XG17587    20         1          XG11558              1          XG17587              BUFXG11558XG17587

BUF        XG17559    20         1          XG11652              1          XG17559              BUFXG11652XG17559

BUF        XG20510    3          1          XG2587               1          XG20510              BUFXG2587XG20510

BUF        XG17825    20         1          XG11650              1          XG17825              BUFXG11650XG17825

BUF        XG20134    58         1          XG20099              1          XG20134              BUFXG20099XG20134

BUF        XG6868     5          1          XG3060               1          XG6868               BUFXG3060XG6868

BUF        XG7051     5          1          XG3060               1          XG7051               BUFXG3060XG7051

BUF        XG19246    42         1          XG19021              1          XG19246              BUFXG19021XG19246

BUF        XG19981    52         1          XG19855              1          XG19981              BUFXG19855XG19981

BUF        XG7770     11         1          XG6858               1          XG7770               BUFXG6858XG7770

BUF        XG19415    39         1          XG18966              1          XG19415              BUFXG18966XG19415

BUF        XG19882    50         1          XG19768              1          XG19882              BUFXG19768XG19882

BUF        XG19996    52         1          XG19888              1          XG19996              BUFXG19888XG19996

BUF        XG4308     5          1          XG3806               1          XG4308               BUFXG3806XG4308

BUF        XG19884    50         1          XG19764              1          XG19884              BUFXG19764XG19884

BUF        XG4475     5          1          XG3549               1          XG4475               BUFXG3549XG4475

BUF        XG4134     6          1          XG3053               1          XG4134               BUFXG3053XG4134

BUF        XG19912    50         1          XG19763              1          XG19912              BUFXG19763XG19912

BUF        XG4336     5          1          XG3073               1          XG4336               BUFXG3073XG4336

BUF        XG4559     5          1          XG3073               1          XG4559               BUFXG3073XG4559

BUF        XG5471     7          1          XG4802               1          XG5471               BUFXG4802XG5471

BUF        XG19908    50         1          XG19765              1          XG19908              BUFXG19765XG19908

BUF        XG15641    5          1          XG3693               1          XG15641              BUFXG3693XG15641

BUF        XG6793     9          1          XG5465               1          XG6793               BUFXG5465XG6793

BUF        XG6879     9          1          XG5465               1          XG6879               BUFXG5465XG6879

BUF        XG19235    42         1          XG19032              1          XG19235              BUFXG19032XG19235

BUF        XG5892     1          1          XG117                1          XG5892               BUFXG117XG5892

BUF        XG9439     1          1          XG117                1          XG9439               BUFXG117XG9439

BUF        XG11224    1          1          XG117                1          XG11224              BUFXG117XG11224

BUF        XG5747     7          1          XG4400               1          XG5747               BUFXG4400XG5747

BUF        XG6909     9          1          XG5954               1          XG6909               BUFXG5954XG6909

BUF        XG6778     9          1          XG5496               1          XG6778               BUFXG5496XG6778

BUF        XG10659    9          1          XG5496               1          XG10659              BUFXG5496XG10659

BUF        XG7391     11         1          XG6591               1          XG7391               BUFXG6591XG7391

BUF        XG7392     11         1          XG6591               1          XG7392               BUFXG6591XG7392

BUF        XG7393     11         1          XG6591               1          XG7393               BUFXG6591XG7393

BUF        XG7447     11         1          XG6591               1          XG7447               BUFXG6591XG7447

BUF        XG7554     11         1          XG6591               1          XG7554               BUFXG6591XG7554

BUF        XG19263    42         1          XG19000              1          XG19263              BUFXG19000XG19263

BUF        XG5743     1          1          XG344                1          XG5743               BUFXG344XG5743

BUF        XG7164     1          1          XG344                1          XG7164               BUFXG344XG7164

BUF        XG11158    1          1          XG344                1          XG11158              BUFXG344XG11158

BUF        XG1993     1          1          XG403                1          XG1993               BUFXG403XG1993

BUF        XG8473     1          1          XG403                1          XG8473               BUFXG403XG8473

BUF        XG14763    1          1          XG403                1          XG14763              BUFXG403XG14763

BUF        XG15361    1          1          XG403                1          XG15361              BUFXG403XG15361

BUF        XG15815    5          1          XG3707               1          XG15815              BUFXG3707XG15815

BUF        XG10604    15         1          XG9580               1          XG10604              BUFXG9580XG10604

BUF        XG17615    20         1          XG11497              1          XG17615              BUFXG11497XG17615

BUF        XG5590     1          1          XG666                1          XG5590               BUFXG666XG5590

BUF        XG7690     1          1          XG666                1          XG7690               BUFXG666XG7690

BUF        XG11042    1          1          XG666                1          XG11042              BUFXG666XG11042

BUF        XG11912    18         1          XG10315              1          XG11912              BUFXG10315XG11912

BUF        XG12518    20         1          XG11477              1          XG12518              BUFXG11477XG12518

BUF        XG12052    15         1          XG9495               1          XG12052              BUFXG9495XG12052

BUF        XG11746    18         1          XG10470              1          XG11746              BUFXG10470XG11746

BUF        XG2709     1          1          XG1081               1          XG2709               BUFXG1081XG2709

BUF        XG4100     1          1          XG1081               1          XG4100               BUFXG1081XG4100

BUF        XG8123     1          1          XG1081               1          XG8123               BUFXG1081XG8123

BUF        XG14685    1          1          XG1081               1          XG14685              BUFXG1081XG14685

BUF        XG11969    15         1          XG9632               1          XG11969              BUFXG9632XG11969

BUF        XG13988    21         1          XG12795              1          XG13988              BUFXG12795XG13988

BUF        XG20143    58         1          XG20092              1          XG20143              BUFXG20092XG20143

BUF        XG10503    15         1          XG9538               1          XG10503              BUFXG9538XG10503

BUF        XG12683    20         1          XG11465              1          XG12683              BUFXG11465XG12683

BUF        XG17821    20         1          XG11658              1          XG17821              BUFXG11658XG17821

BUF        XG10530    15         1          XG9698               1          XG10530              BUFXG9698XG10530

BUF        XG10660    15         1          XG9698               1          XG10660              BUFXG9698XG10660

BUF        XG10661    15         1          XG9698               1          XG10661              BUFXG9698XG10661

BUF        XG10539    13         1          XG7868               1          XG10539              BUFXG7868XG10539

BUF        XG13352    21         1          XG12530              1          XG13352              BUFXG12530XG13352

BUF        XG14810    21         1          XG12731              1          XG14810              BUFXG12731XG14810

BUF        XG16676    21         1          XG12743              1          XG16676              BUFXG12743XG16676

BUF        XG12592    20         1          XG11480              1          XG12592              BUFXG11480XG12592

BUF        XG7776     11         1          XG6852               1          XG7776               BUFXG6852XG7776

BUF        XG19299    42         1          XG19078              1          XG19299              BUFXG19078XG19299

BUF        XG20511    3          1          XG2317               1          XG20511              BUFXG2317XG20511

BUF        XG6735     9          1          XG5564               1          XG6735               BUFXG5564XG6735

BUF        XG6882     9          1          XG5564               1          XG6882               BUFXG5564XG6882

BUF        XG7445     11         1          XG6581               1          XG7445               BUFXG6581XG7445

BUF        XG7445     11         1          XG6920               1          XG7445               BUFXG6920XG7445

BUF        XG6571     1          1          XG14                 1          XG6571               BUFXG14XG6571

BUF        XG7117     1          1          XG14                 1          XG7117               BUFXG14XG7117

BUF        XG11255    1          1          XG14                 1          XG11255              BUFXG14XG11255

BUF        XG1631     1          1          XG174                1          XG1631               BUFXG174XG1631

BUF        XG1726     1          1          XG174                1          XG1726               BUFXG174XG1726

BUF        XG1727     1          1          XG174                1          XG1727               BUFXG174XG1727

BUF        XG1728     1          1          XG174                1          XG1728               BUFXG174XG1728

BUF        XG7143     1          1          XG174                1          XG7143               BUFXG174XG7143

BUF        XG8585     1          1          XG174                1          XG8585               BUFXG174XG8585

BUF        XG5458     1          1          XG1013               1          XG5458               BUFXG1013XG5458

BUF        XG5974     1          1          XG1013               1          XG5974               BUFXG1013XG5974

BUF        XG10933    1          1          XG1013               1          XG10933              BUFXG1013XG10933

BUF        XG18093    36         1          XG17539              1          XG18093              BUFXG17539XG18093

BUF        XG18202    35         1          XG17507              1          XG18202              BUFXG17507XG18202

BUF        XG1631     1          1          XG107                1          XG1631               BUFXG107XG1631

BUF        XG1632     1          1          XG107                1          XG1632               BUFXG107XG1632

BUF        XG1633     1          1          XG107                1          XG1633               BUFXG107XG1633

BUF        XG1634     1          1          XG107                1          XG1634               BUFXG107XG1634

BUF        XG3914     1          1          XG107                1          XG3914               BUFXG107XG3914

BUF        XG3915     1          1          XG107                1          XG3915               BUFXG107XG3915

BUF        XG7135     1          1          XG107                1          XG7135               BUFXG107XG7135

BUF        XG8614     1          1          XG107                1          XG8614               BUFXG107XG8614

BUF        XG18854    1          1          XG107                1          XG18854              BUFXG107XG18854

BUF        XG2655     1          1          XG1118               1          XG2655               BUFXG1118XG2655

BUF        XG2746     1          1          XG1118               1          XG2746               BUFXG1118XG2746

BUF        XG3262     1          1          XG1118               1          XG3262               BUFXG1118XG3262

BUF        XG8101     1          1          XG1118               1          XG8101               BUFXG1118XG8101

BUF        XG12068    1          1          XG1118               1          XG12068              BUFXG1118XG12068

BUF        XG16088    29         1          XG15481              1          XG16088              BUFXG15481XG16088

BUF        XG6581     9          1          XG5438               1          XG6581               BUFXG5438XG6581

BUF        XG6920     9          1          XG5438               1          XG6920               BUFXG5438XG6920

BUF        XG4634     5          1          XG3207               1          XG4634               BUFXG3207XG4634

BUF        XG4635     5          1          XG3207               1          XG4635               BUFXG3207XG4635

BUF        XG4652     5          1          XG3207               1          XG4652               BUFXG3207XG4652

BUF        XG4740     5          1          XG3207               1          XG4740               BUFXG3207XG4740

BUF        XG5499     5          1          XG3207               1          XG5499               BUFXG3207XG5499

BUF        XG19305    42         1          XG19071              1          XG19305              BUFXG19071XG19305

BUF        XG7280     12         1          XG6510               1          XG7280               BUFXG6510XG7280

BUF        XG7236     12         1          XG6557               1          XG7236               BUFXG6557XG7236

BUF        XG5851     1          1          XG1274               1          XG5851               BUFXG1274XG5851

BUF        XG6839     1          1          XG1274               1          XG6839               BUFXG1274XG6839

BUF        XG10829    1          1          XG1274               1          XG10829              BUFXG1274XG10829

BUF        XG1908     1          1          XG336                1          XG1908               BUFXG336XG1908

BUF        XG3988     1          1          XG336                1          XG3988               BUFXG336XG3988

BUF        XG3989     1          1          XG336                1          XG3989               BUFXG336XG3989

BUF        XG5984     1          1          XG336                1          XG5984               BUFXG336XG5984

BUF        XG16835    1          1          XG336                1          XG16835              BUFXG336XG16835

BUF        XG2088     1          1          XG492                1          XG2088               BUFXG492XG2088

BUF        XG8431     1          1          XG492                1          XG8431               BUFXG492XG8431

BUF        XG15950    1          1          XG492                1          XG15950              BUFXG492XG15950

BUF        XG5839     1          1          XG21                 1          XG5839               BUFXG21XG5839

BUF        XG7121     1          1          XG21                 1          XG7121               BUFXG21XG7121

BUF        XG11252    1          1          XG21                 1          XG11252              BUFXG21XG11252

BUF        XG18755    38         1          XG18188              1          XG18755              BUFXG18188XG18755

BUF        XG2425     1          1          XG1078               1          XG2425               BUFXG1078XG2425

BUF        XG2706     1          1          XG1078               1          XG2706               BUFXG1078XG2706

BUF        XG4099     1          1          XG1078               1          XG4099               BUFXG1078XG4099

BUF        XG8124     1          1          XG1078               1          XG8124               BUFXG1078XG8124

BUF        XG13894    1          1          XG1078               1          XG13894              BUFXG1078XG13894

BUF        XG13943    1          1          XG1078               1          XG13943              BUFXG1078XG13943

BUF        XG14686    1          1          XG1078               1          XG14686              BUFXG1078XG14686

BUF        XG15763    1          1          XG1078               1          XG15763              BUFXG1078XG15763

BUF        XG6640     1          1          XG332                1          XG6640               BUFXG332XG6640

BUF        XG7161     1          1          XG332                1          XG7161               BUFXG332XG7161

BUF        XG11162    1          1          XG332                1          XG11162              BUFXG332XG11162

BUF        XG6156     7          1          XG4811               1          XG6156               BUFXG4811XG6156

BUF        XG4975     5          1          XG3745               1          XG4975               BUFXG3745XG4975

BUF        XG6869     5          1          XG3745               1          XG6869               BUFXG3745XG6869

BUF        XG6870     5          1          XG3745               1          XG6870               BUFXG3745XG6870

BUF        XG5271     8          1          XG4184               1          XG5271               BUFXG4184XG5271

BUF        XG5886     5          1          XG3845               1          XG5886               BUFXG3845XG5886

BUF        XG5002     5          1          XG3771               1          XG5002               BUFXG3771XG5002

BUF        XG19297    42         1          XG19080              1          XG19297              BUFXG19080XG19297

BUF        XG6690     5          1          XG3633               1          XG6690               BUFXG3633XG6690

BUF        XG7460     5          1          XG3633               1          XG7460               BUFXG3633XG7460

BUF        XG15338    23         1          XG13308              1          XG15338              BUFXG13308XG15338

BUF        XG6794     9          1          XG5464               1          XG6794               BUFXG5464XG6794

BUF        XG6883     9          1          XG5464               1          XG6883               BUFXG5464XG6883

BUF        XG16324    32         1          XG15828              1          XG16324              BUFXG15828XG16324

BUF        XG2651     1          1          XG1016               1          XG2651               BUFXG1016XG2651

BUF        XG4822     1          1          XG1016               1          XG4822               BUFXG1016XG4822

BUF        XG8168     1          1          XG1016               1          XG8168               BUFXG1016XG8168

BUF        XG18217    1          1          XG1016               1          XG18217              BUFXG1016XG18217

BUF        XG12868    19         1          XG12012              1          XG12868              BUFXG12012XG12868

BUF        XG12869    19         1          XG12012              1          XG12869              BUFXG12012XG12869

BUF        XG12870    19         1          XG12012              1          XG12870              BUFXG12012XG12870

BUF        XG19528    19         1          XG12012              1          XG19528              BUFXG12012XG19528

BUF        XG19529    19         1          XG12012              1          XG19529              BUFXG12012XG19529

BUF        XG19530    19         1          XG12012              1          XG19530              BUFXG12012XG19530

BUF        XG1781     1          1          XG1412               1          XG1781               BUFXG1412XG1781

BUF        XG3000     1          1          XG1412               1          XG3000               BUFXG1412XG3000

BUF        XG3068     1          1          XG1412               1          XG3068               BUFXG1412XG3068

BUF        XG4346     1          1          XG1412               1          XG4346               BUFXG1412XG4346

BUF        XG10767    1          1          XG1412               1          XG10767              BUFXG1412XG10767

BUF        XG14452    1          1          XG1412               1          XG14452              BUFXG1412XG14452

BUF        XG15119    1          1          XG1412               1          XG15119              BUFXG1412XG15119

BUF        XG9777     13         1          XG7873               1          XG9777               BUFXG7873XG9777

BUF        XG14047    23         1          XG13291              1          XG14047              BUFXG13291XG14047

BUF        XG2692     1          1          XG1132               1          XG2692               BUFXG1132XG2692

BUF        XG2760     1          1          XG1132               1          XG2760               BUFXG1132XG2760

BUF        XG2761     1          1          XG1132               1          XG2761               BUFXG1132XG2761

BUF        XG18290    1          1          XG1132               1          XG18290              BUFXG1132XG18290

BUF        XG20163    58         1          XG20117              1          XG20163              BUFXG20117XG20163

BUF        XG18755    38         1          XG18330              1          XG18755              BUFXG18330XG18755

BUF        XG6768     9          1          XG5522               1          XG6768               BUFXG5522XG6768

BUF        XG10667    9          1          XG5522               1          XG10667              BUFXG5522XG10667

BUF        XG20642    70         1          XG20239              1          XG20642              BUFXG20239XG20642

BUF        XG6678     9          1          XG5675               1          XG6678               BUFXG5675XG6678

BUF        XG20200    62         1          XG20183              1          XG20200              BUFXG20183XG20200

BUF        XG5341     7          1          XG4927               1          XG5341               BUFXG4927XG5341

BUF        XG6734     9          1          XG5565               1          XG6734               BUFXG5565XG6734

BUF        XG6948     9          1          XG5565               1          XG6948               BUFXG5565XG6948

BUF        XG7282     12         1          XG6508               1          XG7282               BUFXG6508XG7282

BUF        XG18022    36         1          XG17055              1          XG18022              BUFXG17055XG18022

BUF        XG18022    36         1          XG16797              1          XG18022              BUFXG16797XG18022

BUF        XG6626     9          1          XG5467               1          XG6626               BUFXG5467XG6626

BUF        XG6791     9          1          XG5467               1          XG6791               BUFXG5467XG6791

BUF        XG7438     11         1          XG6706               1          XG7438               BUFXG6706XG7438

BUF        XG5268     8          1          XG4187               1          XG5268               BUFXG4187XG5268

BUF        XG17839    20         1          XG11547              1          XG17839              BUFXG11547XG17839

BUF        XG19258    42         1          XG19005              1          XG19258              BUFXG19005XG19258

BUF        XG1781     1          1          XG219                1          XG1781               BUFXG219XG1781

BUF        XG1782     1          1          XG219                1          XG1782               BUFXG219XG1782

BUF        XG3957     1          1          XG219                1          XG3957               BUFXG219XG3957

BUF        XG4346     1          1          XG219                1          XG4346               BUFXG219XG4346

BUF        XG11197    1          1          XG219                1          XG11197              BUFXG219XG11197

BUF        XG14452    1          1          XG219                1          XG14452              BUFXG219XG14452

BUF        XG15341    1          1          XG219                1          XG15341              BUFXG219XG15341

BUF        XG17824    20         1          XG11653              1          XG17824              BUFXG11653XG17824

BUF        XG2088     1          1          XG697                1          XG2088               BUFXG697XG2088

BUF        XG8343     1          1          XG697                1          XG8343               BUFXG697XG8343

BUF        XG17502    1          1          XG697                1          XG17502              BUFXG697XG17502

BUF        XG17610    20         1          XG11504              1          XG17610              BUFXG11504XG17610

BUF        XG20162    58         1          XG20120              1          XG20162              BUFXG20120XG20162

BUF        XG1631     1          1          XG142                1          XG1631               BUFXG142XG1631

BUF        XG1683     1          1          XG142                1          XG1683               BUFXG142XG1683

BUF        XG3929     1          1          XG142                1          XG3929               BUFXG142XG3929

BUF        XG3930     1          1          XG142                1          XG3930               BUFXG142XG3930

BUF        XG7095     1          1          XG142                1          XG7095               BUFXG142XG7095

BUF        XG8602     1          1          XG142                1          XG8602               BUFXG142XG8602

BUF        XG17842    20         1          XG11501              1          XG17842              BUFXG11501XG17842

BUF        XG16834    34         1          XG16269              1          XG16834              BUFXG16269XG16834

BUF        XG9802     13         1          XG7872               1          XG9802               BUFXG7872XG9802

BUF        XG5850     1          1          XG749                1          XG5850               BUFXG749XG5850

BUF        XG6999     1          1          XG749                1          XG6999               BUFXG749XG6999

BUF        XG11017    1          1          XG749                1          XG11017              BUFXG749XG11017

BUF        XG2564     1          1          XG925                1          XG2564               BUFXG925XG2564

BUF        XG4082     1          1          XG925                1          XG4082               BUFXG925XG4082

BUF        XG4083     1          1          XG925                1          XG4083               BUFXG925XG4083

BUF        XG4084     1          1          XG925                1          XG4084               BUFXG925XG4084

BUF        XG8217     1          1          XG925                1          XG8217               BUFXG925XG8217

BUF        XG10565    1          1          XG925                1          XG10565              BUFXG925XG10565

BUF        XG11929    1          1          XG925                1          XG11929              BUFXG925XG11929

BUF        XG14702    1          1          XG925                1          XG14702              BUFXG925XG14702

BUF        XG11129    18         1          XG9985               1          XG11129              BUFXG9985XG11129

BUF        XG11156    18         1          XG9985               1          XG11156              BUFXG9985XG11156

BUF        XG17558    20         1          XG11654              1          XG17558              BUFXG11654XG17558

BUF        XG16328    32         1          XG15824              1          XG16328              BUFXG15824XG16328

BUF        XG20285    74         1          XG20272              1          XG20285              BUFXG20272XG20285

BUF        XG5863     7          1          XG4655               1          XG5863               BUFXG4655XG5863

BUF        XG13372    22         1          XG12650              1          XG13372              BUFXG12650XG13372

BUF        XG20147    58         1          XG20088              1          XG20147              BUFXG20088XG20147

BUF        XG15609    5          1          XG3864               1          XG15609              BUFXG3864XG15609

BUF        XG5927     5          1          XG3948               1          XG5927               BUFXG3948XG5927

BUF        XG15795    5          1          XG3456               1          XG15795              BUFXG3456XG15795

BUF        XG13536    7          1          XG4931               1          XG13536              BUFXG4931XG13536

BUF        XG19238    42         1          XG19029              1          XG19238              BUFXG19029XG19238

BUF        XG4369     5          1          XG3206               1          XG4369               BUFXG3206XG4369

BUF        XG4393     5          1          XG3206               1          XG4393               BUFXG3206XG4393

BUF        XG4741     5          1          XG3206               1          XG4741               BUFXG3206XG4741

BUF        XG4789     5          1          XG3206               1          XG4789               BUFXG3206XG4789

BUF        XG4790     5          1          XG3206               1          XG4790               BUFXG3206XG4790

BUF        XG16412    5          1          XG3206               1          XG16412              BUFXG3206XG16412

BUF        XG12110    7          1          XG4748               1          XG12110              BUFXG4748XG12110

BUF        XG20514    3          1          XG1660               1          XG20514              BUFXG1660XG20514

BUF        XG15283    7          1          XG4419               1          XG15283              BUFXG4419XG15283

BUF        XG15540    7          1          XG4419               1          XG15540              BUFXG4419XG15540

BUF        XG15541    7          1          XG4419               1          XG15541              BUFXG4419XG15541

BUF        XG15542    7          1          XG4419               1          XG15542              BUFXG4419XG15542

BUF        XG19335    42         1          XG19168              1          XG19335              BUFXG19168XG19335

BUF        XG19948    50         1          XG19825              1          XG19948              BUFXG19825XG19948

BUF        XG5444     7          1          XG4661               1          XG5444               BUFXG4661XG5444

BUF        XG19934    50         1          XG19810              1          XG19934              BUFXG19810XG19934

BUF        XG4368     5          1          XG3165               1          XG4368               BUFXG3165XG4368

BUF        XG4845     5          1          XG3165               1          XG4845               BUFXG3165XG4845

BUF        XG16755    31         1          XG16122              1          XG16755              BUFXG16122XG16755

BUF        XG19931    50         1          XG19824              1          XG19931              BUFXG19824XG19931

BUF        XG16752    31         1          XG16103              1          XG16752              BUFXG16103XG16752

BUF        XG19927    50         1          XG19829              1          XG19927              BUFXG19829XG19927

BUF        XG16098    29         1          XG15504              1          XG16098              BUFXG15504XG16098

BUF        XG19936    50         1          XG19811              1          XG19936              BUFXG19811XG19936

BUF        XG19409    42         1          XG19212              1          XG19409              BUFXG19212XG19409

BUF        XG19930    50         1          XG19812              1          XG19930              BUFXG19812XG19930

BUF        XG18972    40         1          XG18602              1          XG18972              BUFXG18602XG18972

BUF        XG19940    50         1          XG19830              1          XG19940              BUFXG19830XG19940

BUF        XG19394    42         1          XG19215              1          XG19394              BUFXG19215XG19394

BUF        XG19941    50         1          XG19826              1          XG19941              BUFXG19826XG19941

BUF        XG2307     1          1          XG696                1          XG2307               BUFXG696XG2307

BUF        XG13703    1          1          XG696                1          XG13703              BUFXG696XG13703

BUF        XG17503    1          1          XG696                1          XG17503              BUFXG696XG17503

BUF        XG1836     1          1          XG269                1          XG1836               BUFXG269XG1836

BUF        XG1837     1          1          XG269                1          XG1837               BUFXG269XG1837

BUF        XG1838     1          1          XG269                1          XG1838               BUFXG269XG1838

BUF        XG9784     1          1          XG269                1          XG9784               BUFXG269XG9784

BUF        XG6057     7          1          XG5067               1          XG6057               BUFXG5067XG6057

BUF        XG6119     7          1          XG5067               1          XG6119               BUFXG5067XG6119

BUF        XG6161     7          1          XG5067               1          XG6161               BUFXG5067XG6161

BUF        XG6162     7          1          XG5067               1          XG6162               BUFXG5067XG6162

BUF        XG6247     7          1          XG5067               1          XG6247               BUFXG5067XG6247

BUF        XG6248     7          1          XG5067               1          XG6248               BUFXG5067XG6248

BUF        XG14295    16         1          XG9277               1          XG14295              BUFXG9277XG14295

BUF        XG14321    16         1          XG8866               1          XG14321              BUFXG8866XG14321

BUF        XG1667     1          1          XG131                1          XG1667               BUFXG131XG1667

BUF        XG3830     1          1          XG131                1          XG3830               BUFXG131XG3830

BUF        XG4216     1          1          XG131                1          XG4216               BUFXG131XG4216

BUF        XG11220    1          1          XG131                1          XG11220              BUFXG131XG11220

BUF        XG15330    1          1          XG131                1          XG15330              BUFXG131XG15330

BUF        XG1631     1          1          XG969                1          XG1631               BUFXG969XG1631

BUF        XG2371     1          1          XG969                1          XG2371               BUFXG969XG2371

BUF        XG2372     1          1          XG969                1          XG2372               BUFXG969XG2372

BUF        XG2610     1          1          XG969                1          XG2610               BUFXG969XG2610

BUF        XG6947     1          1          XG969                1          XG6947               BUFXG969XG6947

BUF        XG8190     1          1          XG969                1          XG8190               BUFXG969XG8190

