----------------------------------------------------------------------------------------------------------
GateType   Output     GateLevel  #faninN    fanin                #fanoutM   fanout               GateName  


NAND       BUFXG7254XG10150 6          2          BUFXG6390XG7254  BUFXG4844XG7254 2          BUFXG7254XG10150  BUFXG7254XG10753 XG7254    

NAND       BUFXG7255XG10149 6          2          BUFXG4843XG7255  BUFXG6391XG7255 2          BUFXG7255XG10149  BUFXG7255XG10752 XG7255    

NAND       BUFXG7256XG10148 6          2          BUFXG6392XG7256  BUFXG4842XG7256 2          BUFXG7256XG10148  BUFXG7256XG10751 XG7256    

NAND       BUFXG7257XG10147 6          2          BUFXG4841XG7257  BUFXG6393XG7257 2          BUFXG7257XG10147  BUFXG7257XG10750 XG7257    

NAND       BUFXG7258XG10146 6          2          BUFXG6394XG7258  BUFXG4840XG7258 2          BUFXG7258XG10146  BUFXG7258XG10749 XG7258    

NAND       BUFXG7259XG10145 6          2          BUFXG4839XG7259  BUFXG6395XG7259 2          BUFXG7259XG10145  BUFXG7259XG10748 XG7259    

NAND       BUFXG7260XG10144 6          2          BUFXG4838XG7260  BUFXG6396XG7260 2          BUFXG7260XG10144  BUFXG7260XG10747 XG7260    

NAND       BUFXG7261XG10143 6          2          BUFXG4837XG7261  BUFXG6397XG7261 2          BUFXG7261XG10143  BUFXG7261XG10746 XG7261    

NAND       BUFXG7262XG10142 6          2          BUFXG4836XG7262  BUFXG6398XG7262 2          BUFXG7262XG10142  BUFXG7262XG10745 XG7262    

NAND       BUFXG7263XG10141 6          2          BUFXG6399XG7263  BUFXG4835XG7263 2          BUFXG7263XG10141  BUFXG7263XG10744 XG7263    

NAND       BUFXG7264XG10140 6          2          BUFXG6400XG7264  BUFXG4834XG7264 2          BUFXG7264XG10140  BUFXG7264XG10743 XG7264    

NAND       BUFXG7265XG10139 6          2          BUFXG4833XG7265  BUFXG6401XG7265 2          BUFXG7265XG10139  BUFXG7265XG10742 XG7265    

NAND       BUFXG7266XG10138 6          2          BUFXG4832XG7266  BUFXG6402XG7266 2          BUFXG7266XG10138  BUFXG7266XG10741 XG7266    

NAND       BUFXG7267XG10137 6          2          BUFXG6403XG7267  BUFXG4831XG7267 2          BUFXG7267XG10137  BUFXG7267XG10740 XG7267    

NAND       BUFXG7268XG10136 6          2          BUFXG4830XG7268  BUFXG6404XG7268 2          BUFXG7268XG10136  BUFXG7268XG10739 XG7268    

NAND       BUFXG7269XG10135 6          2          BUFXG4829XG7269  BUFXG6405XG7269 2          BUFXG7269XG10135  BUFXG7269XG10738 XG7269    

NAND       BUFXG7270XG10134 6          2          BUFXG4828XG7270  BUFXG6406XG7270 2          BUFXG7270XG10134  BUFXG7270XG10737 XG7270    

NAND       BUFXG7271XG10133 6          2          BUFXG4827XG7271  BUFXG6407XG7271 2          BUFXG7271XG10133  BUFXG7271XG10736 XG7271    

NAND       BUFXG7272XG10132 6          2          BUFXG4826XG7272  BUFXG6408XG7272 2          BUFXG7272XG10132  BUFXG7272XG10735 XG7272    

NAND       BUFXG7273XG10131 6          2          BUFXG6409XG7273  BUFXG4825XG7273 2          BUFXG7273XG10131  BUFXG7273XG10734 XG7273    

NAND       BUFXG7274XG10130 6          2          BUFXG6410XG7274  BUFXG4824XG7274 2          BUFXG7274XG10130  BUFXG7274XG10733 XG7274    

NAND       BUFXG7275XG10129 6          2          BUFXG4823XG7275  BUFXG6411XG7275 2          BUFXG7275XG10129  BUFXG7275XG10732 XG7275    

NAND       BUFXG7276XG10128 6          2          BUFXG4822XG7276  BUFXG6412XG7276 2          BUFXG7276XG10128  BUFXG7276XG10731 XG7276    

NAND       BUFXG7277XG10127 6          2          BUFXG4821XG7277  BUFXG6413XG7277 2          BUFXG7277XG10127  BUFXG7277XG10730 XG7277    

NAND       BUFXG7278XG10126 6          2          BUFXG4820XG7278  BUFXG6414XG7278 2          BUFXG7278XG10126  BUFXG7278XG10729 XG7278    

NAND       BUFXG7279XG10125 6          2          BUFXG6415XG7279  BUFXG4819XG7279 2          BUFXG7279XG10125  BUFXG7279XG10728 XG7279    

NAND       BUFXG7280XG10124 6          2          BUFXG6416XG7280  BUFXG4818XG7280 2          BUFXG7280XG10124  BUFXG7280XG10727 XG7280    

NAND       BUFXG7281XG10123 6          2          BUFXG6417XG7281  BUFXG4817XG7281 2          BUFXG7281XG10123  BUFXG7281XG10726 XG7281    

NAND       BUFXG7282XG10122 6          2          BUFXG4816XG7282  BUFXG6418XG7282 2          BUFXG7282XG10122  BUFXG7282XG10725 XG7282    

NAND       BUFXG7283XG10121 6          2          BUFXG4815XG7283  BUFXG6419XG7283 2          BUFXG7283XG10121  BUFXG7283XG10724 XG7283    

NAND       BUFXG7284XG10120 6          2          BUFXG6420XG7284  BUFXG4814XG7284 2          BUFXG7284XG10120  BUFXG7284XG10723 XG7284    

NAND       BUFXG7285XG10119 6          2          BUFXG6421XG7285  BUFXG4813XG7285 2          BUFXG7285XG10119  BUFXG7285XG10722 XG7285    

NAND       BUFXG7286XG7957 7          2          BUFXG4780XG7286  BUFXG1601XG7286 1          BUFXG7286XG7957      XG7286    

NAND       BUFXG7287XG7956 7          2          BUFXG4779XG7287  BUFXG1602XG7287 1          BUFXG7287XG7956      XG7287    

NAND       BUFXG7288XG7955 7          2          BUFXG4778XG7288  BUFXG1603XG7288 1          BUFXG7288XG7955      XG7288    

NAND       BUFXG7289XG7954 7          2          BUFXG4777XG7289  BUFXG1604XG7289 1          BUFXG7289XG7954      XG7289    

NAND       BUFXG7290XG7953 7          2          BUFXG4776XG7290  BUFXG1605XG7290 1          BUFXG7290XG7953      XG7290    

NAND       BUFXG7291XG7952 7          2          BUFXG4775XG7291  BUFXG1606XG7291 1          BUFXG7291XG7952      XG7291    

NAND       BUFXG7292XG7951 7          2          BUFXG1607XG7292  BUFXG4774XG7292 1          BUFXG7292XG7951      XG7292    

NAND       BUFXG7293XG7950 7          2          BUFXG1608XG7293  BUFXG4773XG7293 1          BUFXG7293XG7950      XG7293    

NAND       BUFXG7294XG7949 7          2          BUFXG1609XG7294  BUFXG4772XG7294 1          BUFXG7294XG7949      XG7294    

NAND       BUFXG7295XG7948 7          2          BUFXG1610XG7295  BUFXG4771XG7295 1          BUFXG7295XG7948      XG7295    

NAND       BUFXG7296XG7947 7          2          BUFXG1611XG7296  BUFXG4770XG7296 1          BUFXG7296XG7947      XG7296    

NAND       BUFXG7297XG7946 7          2          BUFXG1612XG7297  BUFXG4769XG7297 1          BUFXG7297XG7946      XG7297    

NAND       BUFXG7298XG7945 7          2          BUFXG1613XG7298  BUFXG4768XG7298 1          BUFXG7298XG7945      XG7298    

NAND       BUFXG7299XG7944 7          2          BUFXG1614XG7299  BUFXG4767XG7299 1          BUFXG7299XG7944      XG7299    

NAND       BUFXG7300XG7943 7          2          BUFXG1615XG7300  BUFXG4766XG7300 1          BUFXG7300XG7943      XG7300    

NAND       BUFXG7301XG7942 7          2          BUFXG1616XG7301  BUFXG4765XG7301 1          BUFXG7301XG7942      XG7301    

NAND       BUFXG7302XG7941 7          2          BUFXG1617XG7302  BUFXG4764XG7302 1          BUFXG7302XG7941      XG7302    

NAND       BUFXG7303XG7940 7          2          BUFXG1618XG7303  BUFXG4763XG7303 1          BUFXG7303XG7940      XG7303    

NAND       BUFXG7304XG7939 7          2          BUFXG1619XG7304  BUFXG4762XG7304 1          BUFXG7304XG7939      XG7304    

NAND       BUFXG7305XG7938 7          2          BUFXG1620XG7305  BUFXG4761XG7305 1          BUFXG7305XG7938      XG7305    

NAND       BUFXG7306XG7937 7          2          BUFXG1621XG7306  BUFXG4760XG7306 1          BUFXG7306XG7937      XG7306    

NAND       BUFXG7307XG7936 7          2          BUFXG1622XG7307  BUFXG4759XG7307 1          BUFXG7307XG7936      XG7307    

NAND       BUFXG7308XG7935 7          2          BUFXG1623XG7308  BUFXG4758XG7308 1          BUFXG7308XG7935      XG7308    

NAND       BUFXG7309XG7934 7          2          BUFXG1624XG7309  BUFXG4757XG7309 1          BUFXG7309XG7934      XG7309    

NAND       BUFXG7310XG7933 7          2          BUFXG1625XG7310  BUFXG4756XG7310 1          BUFXG7310XG7933      XG7310    

NAND       BUFXG7311XG7932 7          2          BUFXG1626XG7311  BUFXG4755XG7311 1          BUFXG7311XG7932      XG7311    

NAND       BUFXG7312XG7931 7          2          BUFXG1627XG7312  BUFXG4754XG7312 1          BUFXG7312XG7931      XG7312    

NAND       BUFXG7313XG7930 7          2          BUFXG1628XG7313  BUFXG4753XG7313 1          BUFXG7313XG7930      XG7313    

NAND       BUFXG7314XG7929 7          2          BUFXG1629XG7314  BUFXG4752XG7314 1          BUFXG7314XG7929      XG7314    

NAND       BUFXG7315XG7928 7          2          BUFXG1630XG7315  BUFXG4751XG7315 1          BUFXG7315XG7928      XG7315    

NAND       BUFXG7316XG7927 7          2          BUFXG1631XG7316  BUFXG4750XG7316 1          BUFXG7316XG7927      XG7316    

NAND       BUFXG7317XG7926 7          2          BUFXG1632XG7317  BUFXG4749XG7317 1          BUFXG7317XG7926      XG7317    

NAND       BUFXG7318XG10118 6          2          BUFXG4748XG7318  BUFXG6422XG7318 2          BUFXG7318XG10118  BUFXG7318XG10721 XG7318    

NAND       BUFXG7319XG10117 6          2          BUFXG4747XG7319  BUFXG6423XG7319 2          BUFXG7319XG10117  BUFXG7319XG10720 XG7319    

NAND       BUFXG7320XG10116 6          2          BUFXG4746XG7320  BUFXG6424XG7320 2          BUFXG7320XG10116  BUFXG7320XG10719 XG7320    

NAND       BUFXG7321XG10115 6          2          BUFXG4745XG7321  BUFXG6425XG7321 2          BUFXG7321XG10115  BUFXG7321XG10718 XG7321    

NAND       BUFXG7322XG10114 6          2          BUFXG4744XG7322  BUFXG6426XG7322 2          BUFXG7322XG10114  BUFXG7322XG10717 XG7322    

NAND       BUFXG7323XG10113 6          2          BUFXG4743XG7323  BUFXG6427XG7323 2          BUFXG7323XG10113  BUFXG7323XG10716 XG7323    

NAND       BUFXG7324XG10112 6          2          BUFXG4742XG7324  BUFXG6428XG7324 2          BUFXG7324XG10112  BUFXG7324XG10715 XG7324    

NAND       BUFXG7325XG10111 6          2          BUFXG4741XG7325  BUFXG6429XG7325 2          BUFXG7325XG10111  BUFXG7325XG10714 XG7325    

NAND       BUFXG7326XG10110 6          2          BUFXG4740XG7326  BUFXG6430XG7326 2          BUFXG7326XG10110  BUFXG7326XG10713 XG7326    

NAND       BUFXG7327XG10109 6          2          BUFXG4739XG7327  BUFXG6431XG7327 2          BUFXG7327XG10109  BUFXG7327XG10712 XG7327    

NAND       BUFXG7328XG10108 6          2          BUFXG4738XG7328  BUFXG6432XG7328 2          BUFXG7328XG10108  BUFXG7328XG10711 XG7328    

NAND       BUFXG7329XG10107 6          2          BUFXG4737XG7329  BUFXG6433XG7329 2          BUFXG7329XG10107  BUFXG7329XG10710 XG7329    

NAND       BUFXG7330XG10106 6          2          BUFXG4736XG7330  BUFXG6434XG7330 2          BUFXG7330XG10106  BUFXG7330XG10709 XG7330    

NAND       BUFXG7331XG10105 6          2          BUFXG4735XG7331  BUFXG6435XG7331 2          BUFXG7331XG10105  BUFXG7331XG10708 XG7331    

NAND       BUFXG7332XG10104 6          2          BUFXG4734XG7332  BUFXG6436XG7332 2          BUFXG7332XG10104  BUFXG7332XG10707 XG7332    

NAND       BUFXG7333XG10103 6          2          BUFXG6437XG7333  BUFXG4733XG7333 2          BUFXG7333XG10103  BUFXG7333XG10706 XG7333    

NAND       BUFXG7334XG10102 6          2          BUFXG4732XG7334  BUFXG6438XG7334 2          BUFXG7334XG10102  BUFXG7334XG10705 XG7334    

NAND       BUFXG7335XG10101 6          2          BUFXG4731XG7335  BUFXG6439XG7335 2          BUFXG7335XG10101  BUFXG7335XG10704 XG7335    

NAND       BUFXG7336XG10100 6          2          BUFXG4730XG7336  BUFXG6440XG7336 2          BUFXG7336XG10100  BUFXG7336XG10703 XG7336    

NAND       BUFXG7337XG10099 6          2          BUFXG4729XG7337  BUFXG6441XG7337 2          BUFXG7337XG10099  BUFXG7337XG10702 XG7337    

NAND       BUFXG7338XG10098 6          2          BUFXG4728XG7338  BUFXG6442XG7338 2          BUFXG7338XG10098  BUFXG7338XG10701 XG7338    

NAND       BUFXG7339XG10097 6          2          BUFXG4727XG7339  BUFXG6443XG7339 2          BUFXG7339XG10097  BUFXG7339XG10700 XG7339    

NAND       BUFXG7340XG10096 6          2          BUFXG4726XG7340  BUFXG6444XG7340 2          BUFXG7340XG10096  BUFXG7340XG10699 XG7340    

NAND       BUFXG7341XG10095 6          2          BUFXG4725XG7341  BUFXG6445XG7341 2          BUFXG7341XG10095  BUFXG7341XG10698 XG7341    

NAND       BUFXG7342XG10094 6          2          BUFXG4724XG7342  BUFXG6446XG7342 2          BUFXG7342XG10094  BUFXG7342XG10697 XG7342    

NAND       BUFXG7343XG10093 6          2          BUFXG6447XG7343  BUFXG4723XG7343 2          BUFXG7343XG10093  BUFXG7343XG10696 XG7343    

NAND       BUFXG7344XG10092 6          2          BUFXG4722XG7344  BUFXG6448XG7344 2          BUFXG7344XG10092  BUFXG7344XG10695 XG7344    

NAND       BUFXG7345XG10091 6          2          BUFXG4721XG7345  BUFXG6449XG7345 2          BUFXG7345XG10091  BUFXG7345XG10694 XG7345    

NAND       BUFXG7346XG10090 6          2          BUFXG4720XG7346  BUFXG6450XG7346 2          BUFXG7346XG10090  BUFXG7346XG10693 XG7346    

NAND       BUFXG7347XG10089 6          2          BUFXG4719XG7347  BUFXG6451XG7347 2          BUFXG7347XG10089  BUFXG7347XG10692 XG7347    

NAND       BUFXG7348XG10088 6          2          BUFXG4718XG7348  BUFXG6452XG7348 2          BUFXG7348XG10088  BUFXG7348XG10691 XG7348    

NAND       BUFXG7349XG10087 6          2          BUFXG6453XG7349  BUFXG4717XG7349 2          BUFXG7349XG10087  BUFXG7349XG10690 XG7349    

NAND       BUFXG7350XG8530 6          2          BUFXG6162XG7350  BUFXG3564XG7350 1          BUFXG7350XG8530      XG7350    

NAND       BUFXG7351XG8502 6          2          BUFXG6134XG7351  BUFXG3563XG7351 1          BUFXG7351XG8502      XG7351    

NAND       BUFXG7352XG8503 6          2          BUFXG6135XG7352  BUFXG3562XG7352 1          BUFXG7352XG8503      XG7352    

NAND       BUFXG7353XG8504 6          2          BUFXG6136XG7353  BUFXG3561XG7353 1          BUFXG7353XG8504      XG7353    

NAND       BUFXG7354XG8531 6          2          BUFXG6163XG7354  BUFXG3560XG7354 1          BUFXG7354XG8531      XG7354    

NAND       BUFXG7355XG8505 6          2          BUFXG6137XG7355  BUFXG3559XG7355 1          BUFXG7355XG8505      XG7355    

NAND       BUFXG7356XG8506 6          2          BUFXG6138XG7356  BUFXG3558XG7356 1          BUFXG7356XG8506      XG7356    

NAND       BUFXG7357XG8507 6          2          BUFXG6139XG7357  BUFXG3557XG7357 1          BUFXG7357XG8507      XG7357    

NAND       BUFXG7358XG8508 6          2          BUFXG6140XG7358  BUFXG3556XG7358 1          BUFXG7358XG8508      XG7358    

NAND       BUFXG7359XG8509 6          2          BUFXG6141XG7359  BUFXG3555XG7359 1          BUFXG7359XG8509      XG7359    

NAND       BUFXG7360XG8510 6          2          BUFXG6142XG7360  BUFXG3554XG7360 1          BUFXG7360XG8510      XG7360    

NAND       BUFXG7361XG8532 6          2          BUFXG6164XG7361  BUFXG3553XG7361 1          BUFXG7361XG8532      XG7361    

NAND       BUFXG7362XG8511 6          2          BUFXG6143XG7362  BUFXG3552XG7362 1          BUFXG7362XG8511      XG7362    

NAND       BUFXG7363XG8512 6          2          BUFXG6144XG7363  BUFXG3551XG7363 1          BUFXG7363XG8512      XG7363    

NAND       BUFXG7364XG8513 6          2          BUFXG6145XG7364  BUFXG3550XG7364 1          BUFXG7364XG8513      XG7364    

NAND       BUFXG7365XG8514 6          2          BUFXG6146XG7365  BUFXG3549XG7365 1          BUFXG7365XG8514      XG7365    

NAND       BUFXG7366XG8533 6          2          BUFXG6165XG7366  BUFXG3548XG7366 1          BUFXG7366XG8533      XG7366    

NAND       BUFXG7367XG8515 6          2          BUFXG6147XG7367  BUFXG3547XG7367 1          BUFXG7367XG8515      XG7367    

NAND       BUFXG7368XG8516 6          2          BUFXG3546XG7368  BUFXG6148XG7368 1          BUFXG7368XG8516      XG7368    

NAND       BUFXG7369XG8517 6          2          BUFXG3545XG7369  BUFXG6149XG7369 1          BUFXG7369XG8517      XG7369    

NAND       BUFXG7370XG8518 6          2          BUFXG3544XG7370  BUFXG6150XG7370 1          BUFXG7370XG8518      XG7370    

NAND       BUFXG7371XG8519 6          2          BUFXG3543XG7371  BUFXG6151XG7371 1          BUFXG7371XG8519      XG7371    

NAND       BUFXG7372XG8520 6          2          BUFXG3542XG7372  BUFXG6152XG7372 1          BUFXG7372XG8520      XG7372    

NAND       BUFXG7373XG8521 6          2          BUFXG3541XG7373  BUFXG6153XG7373 1          BUFXG7373XG8521      XG7373    

NAND       BUFXG7374XG8522 6          2          BUFXG3540XG7374  BUFXG6154XG7374 1          BUFXG7374XG8522      XG7374    

NAND       BUFXG7375XG8523 6          2          BUFXG3539XG7375  BUFXG6155XG7375 1          BUFXG7375XG8523      XG7375    

NAND       BUFXG7376XG8524 6          2          BUFXG6156XG7376  BUFXG3538XG7376 1          BUFXG7376XG8524      XG7376    

NAND       BUFXG7377XG8525 6          2          BUFXG6157XG7377  BUFXG3537XG7377 1          BUFXG7377XG8525      XG7377    

NAND       BUFXG7378XG8526 6          2          BUFXG6158XG7378  BUFXG3536XG7378 1          BUFXG7378XG8526      XG7378    

NAND       BUFXG7379XG8527 6          2          BUFXG6159XG7379  BUFXG3535XG7379 1          BUFXG7379XG8527      XG7379    

NAND       BUFXG7380XG8528 6          2          BUFXG6160XG7380  BUFXG3534XG7380 1          BUFXG7380XG8528      XG7380    

NAND       BUFXG7381XG8529 6          2          BUFXG6161XG7381  BUFXG3533XG7381 1          BUFXG7381XG8529      XG7381    

NAND       BUFXG7382XG8498 6          2          BUFXG3499XG7382  BUFXG6130XG7382 1          BUFXG7382XG8498      XG7382    

NAND       BUFXG7383XG8470 6          2          BUFXG6102XG7383  BUFXG3498XG7383 1          BUFXG7383XG8470      XG7383    

NAND       BUFXG7384XG8471 6          2          BUFXG6103XG7384  BUFXG3497XG7384 1          BUFXG7384XG8471      XG7384    

NAND       BUFXG7385XG8472 6          2          BUFXG6104XG7385  BUFXG3496XG7385 1          BUFXG7385XG8472      XG7385    

NAND       BUFXG7386XG8499 6          2          BUFXG3495XG7386  BUFXG6131XG7386 1          BUFXG7386XG8499      XG7386    

NAND       BUFXG7387XG8473 6          2          BUFXG6105XG7387  BUFXG3494XG7387 1          BUFXG7387XG8473      XG7387    

NAND       BUFXG7388XG8474 6          2          BUFXG6106XG7388  BUFXG3493XG7388 1          BUFXG7388XG8474      XG7388    

NAND       BUFXG7389XG8475 6          2          BUFXG6107XG7389  BUFXG3492XG7389 1          BUFXG7389XG8475      XG7389    

NAND       BUFXG7390XG8476 6          2          BUFXG6108XG7390  BUFXG3491XG7390 1          BUFXG7390XG8476      XG7390    

NAND       BUFXG7391XG8477 6          2          BUFXG6109XG7391  BUFXG3490XG7391 1          BUFXG7391XG8477      XG7391    

NAND       BUFXG7392XG8478 6          2          BUFXG6110XG7392  BUFXG3489XG7392 1          BUFXG7392XG8478      XG7392    

NAND       BUFXG7393XG8500 6          2          BUFXG3488XG7393  BUFXG6132XG7393 1          BUFXG7393XG8500      XG7393    

NAND       BUFXG7394XG8479 6          2          BUFXG6111XG7394  BUFXG3487XG7394 1          BUFXG7394XG8479      XG7394    

NAND       BUFXG7395XG8480 6          2          BUFXG6112XG7395  BUFXG3486XG7395 1          BUFXG7395XG8480      XG7395    

NAND       BUFXG7396XG8481 6          2          BUFXG6113XG7396  BUFXG3485XG7396 1          BUFXG7396XG8481      XG7396    

NAND       BUFXG7397XG8482 6          2          BUFXG6114XG7397  BUFXG3484XG7397 1          BUFXG7397XG8482      XG7397    

NAND       BUFXG7398XG8501 6          2          BUFXG3483XG7398  BUFXG6133XG7398 1          BUFXG7398XG8501      XG7398    

NAND       BUFXG7399XG8483 6          2          BUFXG6115XG7399  BUFXG3482XG7399 1          BUFXG7399XG8483      XG7399    

NAND       BUFXG7400XG8484 6          2          BUFXG6116XG7400  BUFXG3481XG7400 1          BUFXG7400XG8484      XG7400    

NAND       BUFXG7401XG8485 6          2          BUFXG6117XG7401  BUFXG3480XG7401 1          BUFXG7401XG8485      XG7401    

NAND       BUFXG7402XG8486 6          2          BUFXG6118XG7402  BUFXG3479XG7402 1          BUFXG7402XG8486      XG7402    

NAND       BUFXG7403XG8487 6          2          BUFXG6119XG7403  BUFXG3478XG7403 1          BUFXG7403XG8487      XG7403    

NAND       BUFXG7404XG8488 6          2          BUFXG6120XG7404  BUFXG3477XG7404 1          BUFXG7404XG8488      XG7404    

NAND       BUFXG7405XG8489 6          2          BUFXG6121XG7405  BUFXG3476XG7405 1          BUFXG7405XG8489      XG7405    

NAND       BUFXG7406XG8490 6          2          BUFXG6122XG7406  BUFXG3475XG7406 1          BUFXG7406XG8490      XG7406    

NAND       BUFXG7407XG8491 6          2          BUFXG3474XG7407  BUFXG6123XG7407 1          BUFXG7407XG8491      XG7407    

NAND       BUFXG7408XG8492 6          2          BUFXG3473XG7408  BUFXG6124XG7408 1          BUFXG7408XG8492      XG7408    

NAND       BUFXG7409XG8493 6          2          BUFXG3472XG7409  BUFXG6125XG7409 1          BUFXG7409XG8493      XG7409    

NAND       BUFXG7410XG8494 6          2          BUFXG3471XG7410  BUFXG6126XG7410 1          BUFXG7410XG8494      XG7410    

NAND       BUFXG7411XG8495 6          2          BUFXG3470XG7411  BUFXG6127XG7411 1          BUFXG7411XG8495      XG7411    

NAND       BUFXG7412XG8496 6          2          BUFXG3469XG7412  BUFXG6128XG7412 1          BUFXG7412XG8496      XG7412    

NAND       BUFXG7413XG8497 6          2          BUFXG3468XG7413  BUFXG6129XG7413 1          BUFXG7413XG8497      XG7413    

NAND       BUFXG7414XG8466 6          2          BUFXG6098XG7414  BUFXG3434XG7414 1          BUFXG7414XG8466      XG7414    

NAND       BUFXG7415XG8438 6          2          BUFXG6070XG7415  BUFXG3433XG7415 1          BUFXG7415XG8438      XG7415    

NAND       BUFXG7416XG8439 6          2          BUFXG6071XG7416  BUFXG3432XG7416 1          BUFXG7416XG8439      XG7416    

NAND       BUFXG7417XG8440 6          2          BUFXG6072XG7417  BUFXG3431XG7417 1          BUFXG7417XG8440      XG7417    

NAND       BUFXG7418XG8467 6          2          BUFXG6099XG7418  BUFXG3430XG7418 1          BUFXG7418XG8467      XG7418    

NAND       BUFXG7419XG8441 6          2          BUFXG6073XG7419  BUFXG3429XG7419 1          BUFXG7419XG8441      XG7419    

NAND       BUFXG7420XG8442 6          2          BUFXG6074XG7420  BUFXG3428XG7420 1          BUFXG7420XG8442      XG7420    

NAND       BUFXG7421XG8443 6          2          BUFXG6075XG7421  BUFXG3427XG7421 1          BUFXG7421XG8443      XG7421    

NAND       BUFXG7422XG8444 6          2          BUFXG6076XG7422  BUFXG3426XG7422 1          BUFXG7422XG8444      XG7422    

NAND       BUFXG7423XG8445 6          2          BUFXG6077XG7423  BUFXG3425XG7423 1          BUFXG7423XG8445      XG7423    

NAND       BUFXG7424XG8446 6          2          BUFXG6078XG7424  BUFXG3424XG7424 1          BUFXG7424XG8446      XG7424    

NAND       BUFXG7425XG8468 6          2          BUFXG6100XG7425  BUFXG3423XG7425 1          BUFXG7425XG8468      XG7425    

NAND       BUFXG7426XG8447 6          2          BUFXG6079XG7426  BUFXG3422XG7426 1          BUFXG7426XG8447      XG7426    

NAND       BUFXG7427XG8448 6          2          BUFXG6080XG7427  BUFXG3421XG7427 1          BUFXG7427XG8448      XG7427    

NAND       BUFXG7428XG8449 6          2          BUFXG6081XG7428  BUFXG3420XG7428 1          BUFXG7428XG8449      XG7428    

NAND       BUFXG7429XG8450 6          2          BUFXG6082XG7429  BUFXG3419XG7429 1          BUFXG7429XG8450      XG7429    

NAND       BUFXG7430XG8469 6          2          BUFXG6101XG7430  BUFXG3418XG7430 1          BUFXG7430XG8469      XG7430    

NAND       BUFXG7431XG8451 6          2          BUFXG6083XG7431  BUFXG3417XG7431 1          BUFXG7431XG8451      XG7431    

NAND       BUFXG7432XG8452 6          2          BUFXG6084XG7432  BUFXG3416XG7432 1          BUFXG7432XG8452      XG7432    

NAND       BUFXG7433XG8453 6          2          BUFXG6085XG7433  BUFXG3415XG7433 1          BUFXG7433XG8453      XG7433    

NAND       BUFXG7434XG8454 6          2          BUFXG6086XG7434  BUFXG3414XG7434 1          BUFXG7434XG8454      XG7434    

NAND       BUFXG7435XG8455 6          2          BUFXG6087XG7435  BUFXG3413XG7435 1          BUFXG7435XG8455      XG7435    

NAND       BUFXG7436XG8456 6          2          BUFXG6088XG7436  BUFXG3412XG7436 1          BUFXG7436XG8456      XG7436    

NAND       BUFXG7437XG8457 6          2          BUFXG6089XG7437  BUFXG3411XG7437 1          BUFXG7437XG8457      XG7437    

NAND       BUFXG7438XG8458 6          2          BUFXG6090XG7438  BUFXG3410XG7438 1          BUFXG7438XG8458      XG7438    

NAND       BUFXG7439XG8459 6          2          BUFXG6091XG7439  BUFXG3409XG7439 1          BUFXG7439XG8459      XG7439    

NAND       BUFXG7440XG8460 6          2          BUFXG6092XG7440  BUFXG3408XG7440 1          BUFXG7440XG8460      XG7440    

NAND       BUFXG7441XG8461 6          2          BUFXG6093XG7441  BUFXG3407XG7441 1          BUFXG7441XG8461      XG7441    

NAND       BUFXG7442XG8462 6          2          BUFXG6094XG7442  BUFXG3406XG7442 1          BUFXG7442XG8462      XG7442    

NAND       BUFXG7443XG8463 6          2          BUFXG6095XG7443  BUFXG3405XG7443 1          BUFXG7443XG8463      XG7443    

NAND       BUFXG7444XG8464 6          2          BUFXG6096XG7444  BUFXG3404XG7444 1          BUFXG7444XG8464      XG7444    

NAND       BUFXG7445XG8465 6          2          BUFXG6097XG7445  BUFXG3403XG7445 1          BUFXG7445XG8465      XG7445    

NAND       BUFXG7446XG8434 6          2          BUFXG6066XG7446  BUFXG3369XG7446 1          BUFXG7446XG8434      XG7446    

NAND       BUFXG7447XG8406 6          2          BUFXG6038XG7447  BUFXG3368XG7447 1          BUFXG7447XG8406      XG7447    

NAND       BUFXG7448XG8407 6          2          BUFXG6039XG7448  BUFXG3367XG7448 1          BUFXG7448XG8407      XG7448    

NAND       BUFXG7449XG8408 6          2          BUFXG6040XG7449  BUFXG3366XG7449 1          BUFXG7449XG8408      XG7449    

NAND       BUFXG7450XG8435 6          2          BUFXG6067XG7450  BUFXG3365XG7450 1          BUFXG7450XG8435      XG7450    

NAND       BUFXG7451XG8409 6          2          BUFXG6041XG7451  BUFXG3364XG7451 1          BUFXG7451XG8409      XG7451    

NAND       BUFXG7452XG8410 6          2          BUFXG6042XG7452  BUFXG3363XG7452 1          BUFXG7452XG8410      XG7452    

NAND       BUFXG7453XG8411 6          2          BUFXG6043XG7453  BUFXG3362XG7453 1          BUFXG7453XG8411      XG7453    

NAND       BUFXG7454XG8412 6          2          BUFXG6044XG7454  BUFXG3361XG7454 1          BUFXG7454XG8412      XG7454    

NAND       BUFXG7455XG8413 6          2          BUFXG6045XG7455  BUFXG3360XG7455 1          BUFXG7455XG8413      XG7455    

